store_id,date,revenue,num_txn,cash_rev,card_domestic_rev,card_international_rev,ewallet_rev,bank_transfer_rev,refund_amt
STORE_00001,2024-01-31,1349000.0,6,347000.0,322000.0,117000.0,325000.0,238000.0,5000.0
STORE_00001,2024-02-01,7263000.0,40,2323000.0,1483000.0,1628000.0,890000.0,939000.0,53000.0
STORE_00001,2024-02-02,8102000.0,37,2349000.0,2359000.0,785000.0,2010000.0,599000.0,46000.0
STORE_00001,2024-02-03,11741000.0,53,2798000.0,5503000.0,317000.0,1819000.0,1304000.0,81000.0
STORE_00001,2024-02-04,13318000.0,64,2883000.0,4363000.0,3000.0,3685000.0,2384000.0,84000.0
STORE_00001,2024-02-05,9752000.0,66,2554000.0,4314000.0,151000.0,2061000.0,672000.0,102000.0
STORE_00001,2024-02-06,6455000.0,30,1908000.0,861000.0,45000.0,1926000.0,1715000.0,48000.0
STORE_00001,2024-02-07,8412000.0,40,2437000.0,1738000.0,939000.0,2580000.0,718000.0,60000.0
STORE_00001,2024-02-08,10316000.0,43,2469000.0,2036000.0,696000.0,3614000.0,1501000.0,91000.0
STORE_00001,2024-02-09,9024000.0,46,2194000.0,3732000.0,669000.0,2182000.0,247000.0,35000.0
STORE_00001,2024-02-10,8864000.0,57,1307000.0,3165000.0,8000.0,3800000.0,584000.0,67000.0
STORE_00001,2024-02-11,12012000.0,59,2893000.0,2505000.0,2398000.0,882000.0,3334000.0,86000.0
STORE_00001,2024-02-12,9243000.0,54,2599000.0,2141000.0,116000.0,2527000.0,1860000.0,53000.0
STORE_00001,2024-02-13,8609000.0,53,2230000.0,911000.0,1040000.0,3882000.0,546000.0,86000.0
STORE_00001,2024-02-14,7253000.0,38,2089000.0,3933000.0,193000.0,833000.0,205000.0,52000.0
STORE_00001,2024-02-15,9784000.0,44,2168000.0,3335000.0,959000.0,2323000.0,999000.0,73000.0
STORE_00001,2024-02-16,8727000.0,45,2224000.0,1643000.0,287000.0,4297000.0,276000.0,55000.0
STORE_00001,2024-02-17,8417000.0,48,1952000.0,2221000.0,546000.0,2210000.0,1488000.0,46000.0
STORE_00001,2024-02-18,12760000.0,51,4310000.0,5935000.0,502000.0,1343000.0,670000.0,100000.0
STORE_00001,2024-02-19,7892000.0,37,2216000.0,3357000.0,747000.0,1533000.0,39000.0,67000.0
STORE_00001,2024-02-20,8862000.0,53,2387000.0,3803000.0,224000.0,1540000.0,908000.0,39000.0
STORE_00001,2024-02-21,8445000.0,53,2084000.0,2279000.0,732000.0,2099000.0,1251000.0,92000.0
STORE_00001,2024-02-22,7188000.0,34,1508000.0,2268000.0,289000.0,1111000.0,2012000.0,49000.0
STORE_00001,2024-02-23,9886000.0,44,1948000.0,1935000.0,332000.0,1348000.0,4323000.0,86000.0
STORE_00001,2024-02-24,14158000.0,76,2962000.0,5103000.0,3444000.0,1337000.0,1312000.0,78000.0
STORE_00001,2024-02-25,10204000.0,36,2677000.0,3124000.0,131000.0,3929000.0,343000.0,56000.0
STORE_00001,2024-02-26,7111000.0,31,2009000.0,2036000.0,603000.0,1279000.0,1184000.0,48000.0
STORE_00001,2024-02-27,1491000.0,7,329000.0,360000.0,83000.0,538000.0,181000.0,11000.0
STORE_00001,2024-02-28,9710000.0,45,2761000.0,3944000.0,190000.0,441000.0,2374000.0,45000.0
STORE_00001,2024-02-29,8833000.0,52,2400000.0,3130000.0,109000.0,2144000.0,1050000.0,49000.0
STORE_00001,2024-03-01,10678000.0,49,2105000.0,3069000.0,296000.0,2809000.0,2399000.0,34000.0
STORE_00001,2024-03-02,10165000.0,36,2470000.0,4162000.0,305000.0,2375000.0,853000.0,61000.0
STORE_00001,2024-03-03,10309000.0,48,2817000.0,2030000.0,996000.0,2473000.0,1993000.0,52000.0
STORE_00001,2024-03-04,9917000.0,59,2517000.0,3980000.0,2000.0,904000.0,2514000.0,88000.0
STORE_00001,2024-03-05,9287000.0,39,2434000.0,1977000.0,904000.0,3117000.0,855000.0,70000.0
STORE_00001,2024-03-06,8989000.0,51,1429000.0,3170000.0,1059000.0,806000.0,2525000.0,95000.0
STORE_00001,2024-03-07,7290000.0,41,1040000.0,2067000.0,74000.0,1253000.0,2856000.0,34000.0
STORE_00001,2024-03-08,7231000.0,33,1603000.0,2360000.0,38000.0,2673000.0,557000.0,60000.0
STORE_00001,2024-03-09,9649000.0,49,2724000.0,3866000.0,474000.0,1232000.0,1353000.0,56000.0
STORE_00001,2024-03-10,14060000.0,93,4496000.0,2389000.0,1397000.0,1112000.0,4666000.0,66000.0
STORE_00001,2024-03-11,8986000.0,41,2227000.0,2616000.0,74000.0,2562000.0,1507000.0,60000.0
STORE_00001,2024-03-12,6595000.0,36,1635000.0,3174000.0,133000.0,1036000.0,617000.0,54000.0
STORE_00001,2024-03-13,9223000.0,55,2697000.0,4466000.0,141000.0,446000.0,1473000.0,45000.0
STORE_00001,2024-03-14,8349000.0,41,1714000.0,4239000.0,12000.0,269000.0,2115000.0,90000.0
STORE_00001,2024-03-15,9244000.0,56,2238000.0,3912000.0,70000.0,2705000.0,319000.0,82000.0
STORE_00001,2024-03-16,12370000.0,83,2767000.0,3043000.0,1093000.0,2486000.0,2981000.0,57000.0
STORE_00001,2024-03-17,12790000.0,62,2968000.0,4533000.0,234000.0,1812000.0,3243000.0,21000.0
STORE_00001,2024-03-18,7492000.0,34,1851000.0,2868000.0,242000.0,1451000.0,1080000.0,34000.0
STORE_00001,2024-03-19,8728000.0,37,2458000.0,1815000.0,1489000.0,2908000.0,58000.0,42000.0
STORE_00001,2024-03-20,8934000.0,41,2431000.0,4211000.0,177000.0,1214000.0,901000.0,79000.0
STORE_00001,2024-03-21,9359000.0,46,3412000.0,1743000.0,262000.0,2756000.0,1186000.0,57000.0
STORE_00001,2024-03-22,7372000.0,40,2147000.0,3686000.0,444000.0,959000.0,136000.0,26000.0
STORE_00001,2024-03-23,13295000.0,55,2416000.0,5652000.0,162000.0,4685000.0,380000.0,67000.0
STORE_00001,2024-03-24,9614000.0,50,1571000.0,3174000.0,1931000.0,730000.0,2208000.0,49000.0
STORE_00001,2024-03-25,8356000.0,53,1684000.0,3586000.0,93000.0,1219000.0,1774000.0,48000.0
STORE_00001,2024-03-26,8265000.0,47,2138000.0,2524000.0,446000.0,858000.0,2299000.0,76000.0
STORE_00001,2024-03-27,8132000.0,40,2024000.0,1174000.0,190000.0,2231000.0,2513000.0,40000.0
STORE_00001,2024-03-28,9696000.0,47,1799000.0,4744000.0,153000.0,1189000.0,1811000.0,48000.0
STORE_00001,2024-03-29,8500000.0,38,1656000.0,2386000.0,1743000.0,2327000.0,388000.0,48000.0
STORE_00001,2024-03-30,11469000.0,49,3209000.0,3335000.0,437000.0,619000.0,3869000.0,66000.0
STORE_00001,2024-03-31,3137000.0,16,591000.0,1988000.0,24000.0,330000.0,204000.0,27000.0
STORE_00001,2024-04-01,10097000.0,49,1499000.0,5154000.0,2660000.0,596000.0,188000.0,9000.0
STORE_00001,2024-04-02,10100000.0,52,2394000.0,1730000.0,99000.0,3327000.0,2550000.0,75000.0
STORE_00001,2024-04-03,8546000.0,40,2653000.0,1280000.0,599000.0,2175000.0,1839000.0,91000.0
STORE_00001,2024-04-04,7948000.0,47,2007000.0,3547000.0,837000.0,1146000.0,411000.0,24000.0
STORE_00001,2024-04-05,9307000.0,47,1443000.0,3345000.0,189000.0,3091000.0,1239000.0,74000.0
STORE_00001,2024-04-06,11351000.0,65,3164000.0,4385000.0,439000.0,2070000.0,1293000.0,107000.0
STORE_00001,2024-04-07,11435000.0,50,2088000.0,3449000.0,615000.0,1548000.0,3735000.0,38000.0
STORE_00001,2024-04-08,10247000.0,42,1910000.0,3657000.0,105000.0,3703000.0,872000.0,76000.0
STORE_00001,2024-04-09,8548000.0,40,2125000.0,3002000.0,208000.0,348000.0,2865000.0,60000.0
STORE_00001,2024-04-10,8756000.0,46,2736000.0,2546000.0,623000.0,2174000.0,677000.0,26000.0
STORE_00001,2024-04-11,9585000.0,52,2639000.0,2703000.0,38000.0,2133000.0,2072000.0,99000.0
STORE_00001,2024-04-12,9570000.0,45,2704000.0,4499000.0,130000.0,1141000.0,1096000.0,63000.0
STORE_00001,2024-04-13,11376000.0,41,2204000.0,3922000.0,66000.0,2451000.0,2733000.0,53000.0
STORE_00001,2024-04-14,12901000.0,78,4043000.0,1771000.0,1017000.0,4300000.0,1770000.0,113000.0
STORE_00001,2024-04-15,8982000.0,49,1661000.0,1978000.0,3335000.0,1167000.0,841000.0,48000.0
STORE_00001,2024-04-16,8696000.0,40,3305000.0,1907000.0,1544000.0,1659000.0,281000.0,51000.0
STORE_00001,2024-04-17,8567000.0,38,2528000.0,3593000.0,111000.0,1189000.0,1146000.0,13000.0
STORE_00001,2024-04-18,9939000.0,52,2479000.0,3905000.0,243000.0,2285000.0,1027000.0,40000.0
STORE_00001,2024-04-19,10434000.0,50,2480000.0,2386000.0,248000.0,4853000.0,467000.0,42000.0
STORE_00001,2024-04-20,16426000.0,84,3237000.0,6263000.0,1881000.0,4029000.0,1016000.0,89000.0
STORE_00001,2024-04-21,12781000.0,64,3335000.0,3456000.0,437000.0,4952000.0,601000.0,107000.0
STORE_00001,2024-04-22,7518000.0,29,1704000.0,2858000.0,202000.0,2489000.0,265000.0,18000.0
STORE_00001,2024-04-23,10315000.0,58,2302000.0,3051000.0,1355000.0,2392000.0,1215000.0,95000.0
STORE_00001,2024-04-24,8568000.0,43,1958000.0,1083000.0,1283000.0,1108000.0,3136000.0,42000.0
STORE_00001,2024-04-25,10931000.0,50,2811000.0,2640000.0,847000.0,3391000.0,1242000.0,66000.0
STORE_00001,2024-04-26,7309000.0,45,1888000.0,2223000.0,157000.0,1238000.0,1803000.0,41000.0
STORE_00001,2024-04-27,11856000.0,57,3443000.0,3355000.0,2074000.0,1927000.0,1057000.0,95000.0
STORE_00001,2024-04-28,10842000.0,69,2352000.0,5960000.0,236000.0,1624000.0,670000.0,45000.0
STORE_00001,2024-04-29,8254000.0,35,2567000.0,3378000.0,329000.0,1614000.0,366000.0,64000.0
STORE_00001,2024-04-30,4208000.0,20,1124000.0,1588000.0,75000.0,541000.0,880000.0,37000.0
STORE_00001,2024-05-01,9356000.0,44,2636000.0,2311000.0,1191000.0,1888000.0,1330000.0,37000.0
STORE_00001,2024-05-02,9803000.0,38,3222000.0,1489000.0,1680000.0,2794000.0,618000.0,63000.0
STORE_00001,2024-05-03,7170000.0,48,1756000.0,2572000.0,569000.0,579000.0,1694000.0,24000.0
STORE_00001,2024-05-04,13324000.0,69,2625000.0,5351000.0,1419000.0,3053000.0,876000.0,55000.0
STORE_00001,2024-05-05,14860000.0,84,3654000.0,6224000.0,1042000.0,1909000.0,2031000.0,130000.0
STORE_00001,2024-05-06,10364000.0,50,2620000.0,4058000.0,231000.0,1701000.0,1754000.0,64000.0
STORE_00001,2024-05-07,10361000.0,55,2785000.0,3282000.0,279000.0,3414000.0,601000.0,69000.0
STORE_00001,2024-05-08,11360000.0,49,2802000.0,3550000.0,187000.0,1199000.0,3622000.0,67000.0
STORE_00001,2024-05-09,10254000.0,50,1969000.0,4586000.0,373000.0,2127000.0,1199000.0,63000.0
STORE_00001,2024-05-10,8506000.0,44,2133000.0,1709000.0,304000.0,3655000.0,705000.0,53000.0
STORE_00001,2024-05-11,16554000.0,80,5502000.0,2953000.0,1524000.0,1537000.0,5038000.0,114000.0
STORE_00001,2024-05-12,13911000.0,56,3522000.0,5991000.0,214000.0,3982000.0,202000.0,97000.0
STORE_00001,2024-05-13,11017000.0,43,1991000.0,2774000.0,2654000.0,2233000.0,1365000.0,78000.0
STORE_00001,2024-05-14,7751000.0,45,1969000.0,1836000.0,38000.0,3124000.0,784000.0,38000.0
STORE_00001,2024-05-15,9474000.0,58,2144000.0,2998000.0,469000.0,1653000.0,2210000.0,44000.0
STORE_00001,2024-05-16,8553000.0,52,2370000.0,3348000.0,158000.0,1106000.0,1571000.0,37000.0
STORE_00001,2024-05-17,10954000.0,57,2302000.0,3660000.0,78000.0,3089000.0,1825000.0,108000.0
STORE_00001,2024-05-18,13806000.0,59,3692000.0,6767000.0,1618000.0,910000.0,819000.0,36000.0
STORE_00001,2024-05-19,10910000.0,57,2370000.0,6100000.0,249000.0,1637000.0,554000.0,104000.0
STORE_00001,2024-05-20,9086000.0,47,2213000.0,1591000.0,2235000.0,1832000.0,1215000.0,103000.0
STORE_00001,2024-05-21,9836000.0,64,2903000.0,5076000.0,688000.0,800000.0,369000.0,84000.0
STORE_00001,2024-05-22,8274000.0,46,1491000.0,3442000.0,727000.0,1518000.0,1096000.0,47000.0
STORE_00001,2024-05-23,10063000.0,68,2320000.0,3664000.0,1999000.0,1141000.0,939000.0,63000.0
STORE_00001,2024-05-24,10630000.0,51,2120000.0,1358000.0,3534000.0,1798000.0,1820000.0,13000.0
STORE_00001,2024-05-25,11497000.0,55,3867000.0,2731000.0,1420000.0,2813000.0,666000.0,15000.0
STORE_00001,2024-05-26,11785000.0,51,3795000.0,4586000.0,52000.0,2716000.0,636000.0,97000.0
STORE_00001,2024-05-27,10293000.0,47,2183000.0,2847000.0,2011000.0,1805000.0,1447000.0,70000.0
STORE_00001,2024-05-28,9147000.0,44,2339000.0,2549000.0,430000.0,1929000.0,1900000.0,49000.0
STORE_00001,2024-05-29,11462000.0,55,1548000.0,3700000.0,435000.0,3238000.0,2541000.0,3000.0
STORE_00001,2024-05-30,12235000.0,57,4882000.0,1467000.0,4692000.0,612000.0,582000.0,71000.0
STORE_00001,2024-05-31,9349000.0,49,2513000.0,2883000.0,435000.0,3267000.0,251000.0,40000.0
STORE_00001,2024-06-01,13965000.0,79,3405000.0,3457000.0,1323000.0,3298000.0,2482000.0,53000.0
STORE_00001,2024-06-02,14008000.0,73,2252000.0,5408000.0,999000.0,3530000.0,1819000.0,115000.0
STORE_00001,2024-06-03,12552000.0,72,2570000.0,3220000.0,112000.0,2561000.0,4089000.0,87000.0
STORE_00001,2024-06-04,10429000.0,43,2230000.0,5133000.0,657000.0,936000.0,1473000.0,17000.0
STORE_00001,2024-06-05,6995000.0,37,2334000.0,1019000.0,1102000.0,2157000.0,383000.0,50000.0
STORE_00001,2024-06-06,10694000.0,74,2173000.0,4400000.0,660000.0,2918000.0,543000.0,40000.0
STORE_00001,2024-06-07,11063000.0,51,2461000.0,4233000.0,1131000.0,2772000.0,466000.0,57000.0
STORE_00001,2024-06-08,14187000.0,65,4510000.0,2592000.0,1956000.0,2779000.0,2350000.0,168000.0
STORE_00001,2024-06-09,13956000.0,74,1458000.0,5136000.0,273000.0,4373000.0,2716000.0,80000.0
STORE_00001,2024-06-10,10455000.0,46,2620000.0,1878000.0,1319000.0,3992000.0,646000.0,73000.0
STORE_00001,2024-06-11,9506000.0,45,3170000.0,3010000.0,1600000.0,893000.0,833000.0,54000.0
STORE_00001,2024-06-12,11745000.0,75,3632000.0,5327000.0,192000.0,1971000.0,623000.0,91000.0
STORE_00001,2024-06-13,19274000.0,88,4962000.0,3394000.0,995000.0,6023000.0,3900000.0,113000.0
STORE_00001,2024-06-14,13325000.0,65,3789000.0,2094000.0,2113000.0,2134000.0,3195000.0,99000.0
STORE_00001,2024-06-15,15373000.0,105,3947000.0,3631000.0,3020000.0,3165000.0,1610000.0,129000.0
STORE_00001,2024-06-16,11218000.0,46,3064000.0,2323000.0,448000.0,3737000.0,1646000.0,45000.0
STORE_00001,2024-06-17,11425000.0,60,2888000.0,2515000.0,498000.0,2088000.0,3436000.0,95000.0
STORE_00001,2024-06-18,8865000.0,31,1748000.0,4091000.0,148000.0,1581000.0,1297000.0,61000.0
STORE_00001,2024-06-19,10460000.0,40,2418000.0,3534000.0,342000.0,1940000.0,2226000.0,44000.0
STORE_00001,2024-06-20,10857000.0,45,4117000.0,2358000.0,123000.0,3291000.0,968000.0,36000.0
STORE_00001,2024-06-21,11797000.0,53,3656000.0,3256000.0,38000.0,4060000.0,787000.0,72000.0
STORE_00001,2024-06-22,11568000.0,79,2263000.0,4477000.0,979000.0,3641000.0,208000.0,108000.0
STORE_00001,2024-06-23,15177000.0,65,3123000.0,7104000.0,678000.0,628000.0,3644000.0,45000.0
STORE_00001,2024-06-24,12202000.0,62,3291000.0,3866000.0,101000.0,3211000.0,1733000.0,128000.0
STORE_00001,2024-06-25,12221000.0,58,2765000.0,2217000.0,257000.0,1346000.0,5636000.0,76000.0
STORE_00001,2024-06-26,10093000.0,53,2261000.0,3854000.0,99000.0,2592000.0,1287000.0,61000.0
STORE_00001,2024-06-27,8900000.0,41,1262000.0,4986000.0,194000.0,982000.0,1476000.0,70000.0
STORE_00001,2024-06-28,11146000.0,50,2573000.0,3288000.0,1039000.0,450000.0,3796000.0,63000.0
STORE_00001,2024-06-29,13347000.0,62,3218000.0,3684000.0,1192000.0,3947000.0,1306000.0,111000.0
STORE_00001,2024-06-30,16678000.0,103,3822000.0,4515000.0,329000.0,4522000.0,3490000.0,132000.0
STORE_00001,2024-07-01,9699000.0,46,3196000.0,4945000.0,8000.0,611000.0,939000.0,105000.0
STORE_00001,2024-07-02,10464000.0,53,3067000.0,2730000.0,25000.0,3447000.0,1195000.0,74000.0
STORE_00001,2024-07-03,8746000.0,40,2195000.0,2913000.0,680000.0,379000.0,2579000.0,66000.0
STORE_00001,2024-07-04,4067000.0,19,811000.0,944000.0,215000.0,1733000.0,364000.0,36000.0
STORE_00001,2024-07-05,9202000.0,45,1700000.0,4259000.0,241000.0,651000.0,2351000.0,26000.0
STORE_00001,2024-07-06,13745000.0,78,3420000.0,7445000.0,95000.0,1026000.0,1759000.0,112000.0
STORE_00001,2024-07-07,16060000.0,62,3621000.0,5627000.0,1326000.0,2316000.0,3170000.0,157000.0
STORE_00001,2024-07-08,8902000.0,41,2662000.0,2273000.0,368000.0,1542000.0,2057000.0,25000.0
STORE_00001,2024-07-09,11870000.0,55,3144000.0,4528000.0,496000.0,3565000.0,137000.0,91000.0
STORE_00001,2024-07-10,9457000.0,54,2874000.0,3920000.0,74000.0,833000.0,1756000.0,50000.0
STORE_00001,2024-07-11,10133000.0,56,2897000.0,2013000.0,79000.0,3312000.0,1832000.0,15000.0
STORE_00001,2024-07-12,9270000.0,47,1426000.0,4765000.0,0.0,2625000.0,454000.0,48000.0
STORE_00001,2024-07-13,15992000.0,79,3697000.0,4581000.0,1400000.0,3800000.0,2514000.0,140000.0
STORE_00001,2024-07-14,13616000.0,72,3568000.0,3876000.0,60000.0,767000.0,5345000.0,55000.0
STORE_00001,2024-07-15,9773000.0,44,2345000.0,2020000.0,812000.0,1555000.0,3041000.0,52000.0
STORE_00001,2024-07-16,11542000.0,66,2997000.0,2687000.0,478000.0,4470000.0,910000.0,66000.0
STORE_00001,2024-07-17,11813000.0,57,2832000.0,2438000.0,250000.0,3983000.0,2310000.0,32000.0
STORE_00001,2024-07-18,11823000.0,58,2955000.0,4771000.0,402000.0,2432000.0,1263000.0,96000.0
STORE_00001,2024-07-19,11520000.0,51,1630000.0,6208000.0,197000.0,1739000.0,1746000.0,80000.0
STORE_00001,2024-07-20,15297000.0,79,4540000.0,4206000.0,335000.0,2985000.0,3231000.0,114000.0
STORE_00001,2024-07-21,17487000.0,90,3876000.0,5469000.0,1305000.0,1563000.0,5274000.0,138000.0
STORE_00001,2024-07-22,9726000.0,55,2459000.0,3322000.0,621000.0,2575000.0,749000.0,47000.0
STORE_00001,2024-07-23,10356000.0,53,2808000.0,3453000.0,62000.0,2777000.0,1256000.0,24000.0
STORE_00001,2024-07-24,13076000.0,69,3480000.0,6958000.0,53000.0,1812000.0,773000.0,27000.0
STORE_00001,2024-07-25,10872000.0,63,2065000.0,2300000.0,1836000.0,2697000.0,1974000.0,96000.0
STORE_00001,2024-07-26,9941000.0,55,1807000.0,5840000.0,248000.0,1670000.0,376000.0,84000.0
STORE_00001,2024-07-27,16228000.0,83,4024000.0,4457000.0,1468000.0,4279000.0,2000000.0,103000.0
STORE_00001,2024-07-28,13858000.0,73,3474000.0,3998000.0,1583000.0,2130000.0,2673000.0,79000.0
STORE_00001,2024-07-29,9813000.0,49,2153000.0,2347000.0,843000.0,1877000.0,2593000.0,43000.0
STORE_00001,2024-07-30,11648000.0,62,2909000.0,1534000.0,58000.0,3165000.0,3982000.0,53000.0
STORE_00001,2024-07-31,10450000.0,50,2939000.0,977000.0,416000.0,4563000.0,1555000.0,61000.0
STORE_00001,2024-08-01,8276000.0,44,1896000.0,2138000.0,1163000.0,1321000.0,1758000.0,51000.0
STORE_00001,2024-08-02,11810000.0,80,2148000.0,5432000.0,27000.0,3815000.0,388000.0,90000.0
STORE_00001,2024-08-03,12279000.0,63,3101000.0,3188000.0,766000.0,1208000.0,4016000.0,95000.0
STORE_00001,2024-08-04,16125000.0,115,3675000.0,3694000.0,2108000.0,2344000.0,4304000.0,133000.0
STORE_00001,2024-08-05,9611000.0,47,2749000.0,2183000.0,140000.0,3115000.0,1424000.0,49000.0
STORE_00001,2024-08-06,9928000.0,55,1764000.0,1746000.0,1062000.0,4977000.0,379000.0,49000.0
STORE_00001,2024-08-07,11670000.0,63,2562000.0,5102000.0,1417000.0,1383000.0,1206000.0,80000.0
STORE_00001,2024-08-08,10925000.0,56,2910000.0,2020000.0,715000.0,1964000.0,3316000.0,89000.0
STORE_00001,2024-08-09,10041000.0,47,1977000.0,2914000.0,1483000.0,1857000.0,1810000.0,87000.0
STORE_00001,2024-08-10,12872000.0,62,2360000.0,3910000.0,1422000.0,3572000.0,1608000.0,87000.0
STORE_00001,2024-08-11,4872000.0,26,1606000.0,1696000.0,433000.0,586000.0,551000.0,21000.0
STORE_00001,2024-08-12,11075000.0,55,3161000.0,5121000.0,254000.0,1225000.0,1314000.0,25000.0
STORE_00001,2024-08-13,9933000.0,40,3715000.0,4117000.0,42000.0,1575000.0,484000.0,38000.0
STORE_00001,2024-08-14,12218000.0,58,3340000.0,1866000.0,152000.0,3988000.0,2872000.0,93000.0
STORE_00001,2024-08-15,9769000.0,41,1952000.0,3261000.0,1683000.0,1663000.0,1210000.0,56000.0
STORE_00001,2024-08-16,9245000.0,51,2490000.0,3842000.0,426000.0,1686000.0,801000.0,68000.0
STORE_00001,2024-08-17,16531000.0,125,4185000.0,6076000.0,13000.0,3706000.0,2551000.0,166000.0
STORE_00001,2024-08-18,16502000.0,116,4156000.0,4950000.0,194000.0,1432000.0,5770000.0,54000.0
STORE_00001,2024-08-19,11728000.0,62,2932000.0,3836000.0,1266000.0,1546000.0,2148000.0,56000.0
STORE_00001,2024-08-20,10587000.0,61,1614000.0,3098000.0,417000.0,2860000.0,2598000.0,27000.0
STORE_00001,2024-08-21,10850000.0,60,1270000.0,4159000.0,1845000.0,2117000.0,1459000.0,68000.0
STORE_00001,2024-08-22,7497000.0,38,2393000.0,1439000.0,363000.0,1581000.0,1721000.0,42000.0
STORE_00001,2024-08-23,9190000.0,40,1157000.0,3612000.0,526000.0,2557000.0,1338000.0,74000.0
STORE_00001,2024-08-24,15722000.0,90,3644000.0,6782000.0,28000.0,1634000.0,3634000.0,75000.0
STORE_00001,2024-08-25,15932000.0,87,5735000.0,6386000.0,49000.0,2619000.0,1143000.0,93000.0
STORE_00001,2024-08-26,9453000.0,45,2340000.0,2975000.0,251000.0,2617000.0,1270000.0,57000.0
STORE_00001,2024-08-27,9829000.0,46,2583000.0,2820000.0,524000.0,2384000.0,1518000.0,82000.0
STORE_00001,2024-08-28,2281000.0,11,452000.0,564000.0,6000.0,212000.0,1047000.0,31000.0
STORE_00001,2024-08-29,9291000.0,38,2217000.0,1267000.0,1237000.0,1119000.0,3451000.0,31000.0
STORE_00001,2024-08-30,11282000.0,62,2068000.0,1618000.0,439000.0,4662000.0,2495000.0,85000.0
STORE_00001,2024-08-31,17289000.0,97,4786000.0,9206000.0,109000.0,2631000.0,557000.0,103000.0
STORE_00001,2024-09-01,13480000.0,69,2352000.0,4427000.0,2460000.0,483000.0,3758000.0,106000.0
STORE_00001,2024-09-02,8608000.0,54,2242000.0,2749000.0,219000.0,1728000.0,1670000.0,42000.0
STORE_00001,2024-09-03,9781000.0,45,2815000.0,3382000.0,2343000.0,405000.0,836000.0,110000.0
STORE_00001,2024-09-04,9268000.0,47,1422000.0,3141000.0,323000.0,3048000.0,1334000.0,70000.0
STORE_00001,2024-09-05,10541000.0,44,2994000.0,4103000.0,666000.0,862000.0,1916000.0,115000.0
